loss
308812335.50083935
265817638.99524572
257554673.85704055
257867577.1383121
287125166.493768
237642203.3875581
296961217.9776547
218817110.30347326
214505811.15989697
198152865.8136051
204497908.16184822
229623338.201433
226211917.68856007
211577145.96077922
200072209.41984573
179811258.18891025
194963352.6160127
216834756.1652458
152916849.4955669
167821373.39231884
164344614.98368847
166050106.729416
182592617.99098378
130505149.21934524
161084449.92299062
125357734.05176426
125423655.16142288
132475086.18483144
137866608.39794278
102954872.75971106
98504280.11200596
94827288.41127735
96376722.53190628
90355234.00093094
78891579.85619313
78069766.26982291
64122446.26611973
67243538.55952626
51455832.96326329
48841353.41899754
42850021.10855276
42891954.810394436
32576170.994077854
26577923.94801345
21310685.001167443
16470820.759559222
11414121.034932919
4090352.3246493996
300275.9692776082
4267968.669715737
1068927.3844845174
1608464.4473354695
1822260.1457455037
3894176.624025173
2203330.74162466
2395099.543550319
1888136.9890491841
2994904.840490169
1398151.9453046985
721014.3030547893
191246.48897527438
2269577.2123611094
4555751.098302046
7111113.0861627115
8183965.513184774
7076914.875842108
6837975.128517295
4883963.0547048375
4252363.720603771
924079.1229915209
336280.84010099154
1099989.268863135
767834.7306282399
1296643.5939349926
1143788.3587688478
1028800.1784603475
1951663.9924905961
3496913.5855023284
497738.55083282274
110105.48959966555
2052923.5744882291
3653657.303053135
7250283.448117692
7349186.604667809
9490589.244351372
8788695.820120584
7161813.555582775
6849961.992025521
4083848.2135049356
1613428.7023477757
10963.173611530296
337189.3249559281
87885.3798840397
51456.78358715496
1237541.5948401468
1874293.8589176722
2099302.772364444
960983.571478936
361783.58240770083
171794.56736825683
282484.7351300515
48626.86448166736
1183926.8584534181
1744967.0478030695
1677700.668989963
719323.6572670076
501866.2935313207
336858.1798310078
832454.6670045991
80722.6562351651
974031.849148592
1573240.4025135492
1447180.3821908487
606100.8233036252
227564.02859167382
263075.6165845273
211864.56602262237
222494.15994044198
886964.1059246266
1755277.2818965772
1334958.5998509051
567642.3411598066
109744.9749505871
1136365.6508651972
359894.08110696747
153664.48513437706
851916.340147269
3058456.560912706
3800163.4730163543
3739378.7145431163
3860949.14932133
2612533.6288609095
1138927.7659496851
145268.84859656074
1384536.4591386982
1413040.4602463574
6071291.470516482
877645.2176983686
1296483.2237203782
713215.0929516025
420360.74432220764
41367.42451332786
2465914.632986796
6226753.1682744995
8427850.0761028
11128298.10858833
11092005.518039849
10837964.232681848
8559635.140051614
7223341.088337884
5662719.7052512895
2268246.996361877
112417.57890032508
592104.0454471774
488236.15773704957
599902.7163313098
511963.00125880504
573417.6002187526
648257.6178174289
401400.25691245776
96466.6787857888
1310543.642072752
2444654.8202926763
4163765.8479220993
5358957.892927852
6607956.580960969
7475415.105643949
7960438.348042197
6466041.651931351
5922902.641885802
3273859.2473907676
2477396.2239347165
827079.9403637645
245314.25660619017
344976.7547796435
2887202.1647985643
1066173.6675522206
1094788.2705607212
74707.18004867146
1690646.310452911
4290168.503154741
3103419.861565604
3237862.3387402743
1855480.8598888924
396529.1874060221
227623.1593003134
2007528.0929156232
483116.64011557965
456527.7575630219
580328.2477306396
1800334.812334842
281328.8900351385
52751.524940120966
1603175.3957404953
3175985.6657396336
3481536.707582646
3169729.659460795
1907854.3299910491
385445.7397488354
817853.6010534844
464975.4190904973
481505.10480974085
1600086.128629481
320219.0550599819
252135.3567772982
1687948.1221117564
3301572.3982744077
3609406.0693727513
3026522.727462755
2033034.7728389772
313819.82817986945
62100.15300797203
38273.561456072115
335716.5448449792
321538.50109661836
64506.58048490221
64258.5917846627
411628.54873480316
346302.9882708666
